"day","winner_name","loser_name","winner_games_won","loser_games_won"
73358,"Karol Kucera","Roger Federer",15,9
73358,"Roger Federer","Nicolas Escude",13,9
73358,"Tommy Haas","Arnaud Di Pasquale",12,6
73358,"Yevgeny Kafelnikov","Alex Calatrava",12,7
73358,"Yevgeny Kafelnikov","Bohdan Ulihrach",12,4
73358,"Yevgeny Kafelnikov","Christian Ruud",13,7
73365,"Dominik Hrbaty","Roger Federer",16,10
73365,"Fabrice Santoro","Carlos Moya",18,14
73365,"Mark Philippoussis","Yevgeny Kafelnikov",12,6
73365,"Sebastien Grosjean","Tommy Haas",13,9
73365,"Tommy Haas","Christophe Rochus",13,9
73365,"Yevgeny Kafelnikov","Magnus Gustafsson",13,10
73372,"Andreas Vinciguerra","Roger Federer",14,11
73372,"Roger Federer","Mikhail Youzhny",17,14
73372,"Thomas Johansson","Yevgeny Kafelnikov",18,10
73372,"Yevgeny Kafelnikov","Andreas Vinciguerra",12,7
73372,"Yevgeny Kafelnikov","George Bastl",12,4
73372,"Yevgeny Kafelnikov","Jonas Froberg",12,6
73372,"Yevgeny Kafelnikov","Sebastien Grosjean",0,0
73379,"Andre Agassi","Gustavo Kuerten",16,13
73379,"Andre Agassi","Magnus Norman",12,5
73379,"Andre Agassi","Marat Safin",12,6
73379,"Andre Agassi","Yevgeny Kafelnikov",12,5
73379,"Gustavo Kuerten","Andre Agassi",18,12
73379,"Gustavo Kuerten","Yevgeny Kafelnikov",12,7
73379,"Yevgeny Kafelnikov","Magnus Norman",17,12
73414,"Andrei Stoliarov","Tommy Robredo",16,13
73414,"Bohdan Ulihrach","Yevgeny Kafelnikov",14,16
73414,"Mikhail Youzhny","Franco Squillari",18,10
73414,"Peter Wessels","Mikhail Youzhny",12,4
73414,"Tommy Haas","Jason Stoltenberg",13,10
73414,"Tommy Haas","Lleyton Hewitt",12,11
73414,"Tommy Haas","Luke Smith",12,6
73414,"Tommy Haas","Nicolas Massu",12,4
73414,"Tommy Haas","Xavier Malisse",13,8
73414,"Tommy Robredo","Cyril Saulnier",12,3
73414,"Tommy Robredo","David Sanchez",16,9
73414,"Tommy Robredo","Leander Paes",13,6
73414,"Yevgeny Kafelnikov","Francisco Clavet",12,4
73414,"Yevgeny Kafelnikov","Fredrik Jonsson",13,9
73421,"George Bastl","Carlos Moya",13,7
73421,"Rainer Schuettler","Tommy Haas",14,12
73421,"Roger Federer","Marc Rosset",12,3
73421,"Roger Federer","Wayne Ferreira",12,7
73421,"Sebastien Grosjean","Roger Federer",13,9
73421,"Tommy Haas","Todd Martin",12,5
73428,"Andre Agassi","Andrew Ilie",24,13
73428,"Andre Agassi","Arnaud Clement",18,8
73428,"Andre Agassi","David Prinosil",12,6
73428,"Andre Agassi","Jiri Vanek",19,8
73428,"Andre Agassi","Patrick Rafter",27,23
73428,"Andre Agassi","Paul Goldstein",18,5
73428,"Andre Agassi","Todd Martin",19,12
73428,"Andrew Ilie","Mikhail Youzhny",19,12
73428,"Arnaud Clement","Roger Federer",19,14
73428,"Arnaud Clement","Tommy Robredo",19,10
73428,"Arnaud Clement","Yevgeny Kafelnikov",25,23
73428,"Carlos Moya","Lleyton Hewitt",28,21
73428,"Carlos Moya","Marcelo Rios",18,8
73428,"Carlos Moya","Marc Rosset",18,6
73428,"Carlos Moya","Rainer Schuettler",19,13
73428,"Lleyton Hewitt","Tommy Haas",20,15
73428,"Mikhail Youzhny","Jacobo Diaz",18,6
73428,"Mikhail Youzhny","Mariano Zabaleta",24,19
73428,"Roger Federer","Arnaud Di Pasquale",23,16
73428,"Roger Federer","Nicolas Escude",18,9
73428,"Sebastien Grosjean","Carlos Moya",18,7
73428,"Tommy Haas","Nicolas Massu",18,5
73428,"Yevgeny Kafelnikov","Andreas Vinciguerra",20,11
73428,"Yevgeny Kafelnikov","Chris Woodruff",25,17
73428,"Yevgeny Kafelnikov","Jens Knippschild",18,7
73428,"Yevgeny Kafelnikov","Nicolas Kiefer",24,17
73442,"Roger Federer","Cyril Saulnier",14,13
73442,"Roger Federer","Goran Ivanisevic",12,8
73442,"Roger Federer","Julien Boutter",18,15
73442,"Roger Federer","Rainer Schuettler",12,7
73442,"Roger Federer","Yevgeny Kafelnikov",18,12
73442,"Yevgeny Kafelnikov","Ivo Heuberger",12,5
73442,"Yevgeny Kafelnikov","Jeff Tarango",16,12
73442,"Yevgeny Kafelnikov","Vladimir Voltchkov",12,7
73456,"Andreas Vinciguerra","Mikhail Youzhny",15,14
73456,"Fernando Gonzalez","Tommy Robredo",17,15
73456,"Mikhail Youzhny","Kristian Pless",12,8
73456,"Mikhail Youzhny","Magnus Gustafsson",18,18
73456,"Mikhail Youzhny","Tomas Behrend",13,8
73456,"Roger Federer","Bob Bryan",13,9
73456,"Roger Federer","Cyril Saulnier",13,10
73456,"Roger Federer","Michel Kratochvil",13,10
73456,"Yevgeny Kafelnikov","Cedric Pioline",19,14
73456,"Yevgeny Kafelnikov","Jerome Golmard",12,5
73456,"Yevgeny Kafelnikov","Nicolas Mahut",16,9
73456,"Yevgeny Kafelnikov","Roger Federer",18,15
73456,"Yevgeny Kafelnikov","Sebastien Grosjean",13,8
73463,"Fernando Vicente","Tommy Robredo",18,17
73463,"Harel Levy","Mikhail Youzhny",13,9
73463,"Mark Philippoussis","Tommy Haas",14,12
73463,"Mikhail Youzhny","Andrea Gaudenzi",20,19
73463,"Nicolas Escude","Roger Federer",17,17
73463,"Nicolas Kiefer","Yevgeny Kafelnikov",12,6
73463,"Roger Federer","Alex Corretja",12,6
73463,"Roger Federer","Andrei Pavel",18,11
73463,"Roger Federer","Andrew Ilie",13,7
73463,"Roger Federer","Sebastien Grosjean",16,13
73463,"Tommy Haas","Andy Roddick",18,11
73463,"Tommy Haas","Jan-Michael Gambill",12,6
73463,"Tommy Haas","Paul Goldstein",12,7
73463,"Tommy Robredo","Christophe Rochus",12,7
73463,"Yevgeny Kafelnikov","Slava Dosedel",12,4
73470,"Andre Agassi","Hyung-Taik Lee",16,14
73470,"Andre Agassi","Jan-Michael Gambill",12,8
73470,"Andre Agassi","Michel Kratochvil",12,6
73470,"Andre Agassi","Sargis Sargsian",12,4
73470,"Carlos Moya","Alberto Martin",12,6
73470,"Carlos Moya","Richard Fromberg",12,8
73470,"Carlos Moya","Sergi Bruguera",14,15
73470,"Galo Blanco","Carlos Moya",19,16
73470,"Greg Rusedski","Andre Agassi",12,7
73470,"Thomas Johansson","Yevgeny Kafelnikov",14,11
73470,"Tommy Haas","Christian Vinck",13,9
73470,"Tommy Haas","Magnus Gustafsson",16,13
73470,"Xavier Malisse","Tommy Haas",16,11
73470,"Yevgeny Kafelnikov","Slava Dosedel",13,8
73477,"Carlos Moya","Stefan Koubek",12,8
73477,"Edwin Kempes","Carlos Moya",12,5
73477,"Francisco Clavet","Andre Agassi",19,13
73484,"Andre Agassi","Hicham Arazi",12,5
73484,"Andre Agassi","Lleyton Hewitt",15,14
73484,"Andre Agassi","Nicolas Kiefer",17,15
73484,"Andre Agassi","Nicolas Lapentti",12,3
73484,"Andre Agassi","Pete Sampras",20,12
73484,"Andre Agassi","Tommy Haas",13,9
73484,"Carlos Moya","Michael Chang",12,8
73484,"Nicolas Kiefer","Roger Federer",16,12
73484,"Pete Sampras","Yevgeny Kafelnikov",13,9
73484,"Sebastien Grosjean","Carlos Moya",17,15
73484,"Tommy Haas","Davide Sanguinetti",14,14
73484,"Yevgeny Kafelnikov","Francisco Clavet",13,9
73484,"Yevgeny Kafelnikov","Goran Ivanisevic",17,12
73484,"Yevgeny Kafelnikov","Jan-Michael Gambill",12,7
73484,"Yevgeny Kafelnikov","Marcelo Rios",13,9
73491,"Andre Agassi","David Prinosil",12,4
73491,"Andre Agassi","Ivan Ljubicic",12,8
73491,"Andre Agassi","Jan-Michael Gambill",19,7
73491,"Andre Agassi","Patrick Rafter",18,9
73491,"Andre Agassi","Taylor Dent",12,6
73491,"Andre Agassi","Tommy Haas",0,0
73491,"Carlos Moya","Arnaud Clement",12,14
73491,"Carlos Moya","Goran Ivanisevic",12,7
73491,"Gaston Gaudio","Yevgeny Kafelnikov",12,5
73491,"Ivan Ljubicic","Carlos Moya",16,13
73491,"Patrick Rafter","Roger Federer",12,4
73491,"Roger Federer","Mark Philippoussis",16,14
73491,"Roger Federer","Thomas Johansson",19,19
73491,"Roger Federer","Younes El Aynaoui",12,4
73491,"Tommy Haas","Dominik Hrbaty",18,10
73491,"Tommy Haas","Wayne Arthurs",16,15
73491,"Yevgeny Kafelnikov","Albert Costa",13,9
73512,"Dominik Hrbaty","Mikhail Youzhny",13,6
73512,"Guillermo Canas","Tommy Robredo",13,7
73512,"Tommy Robredo","German Puentes",12,1
73512,"Tommy Robredo","Jiri Vanek",16,14
73512,"Tommy Robredo","Olivier Malcor",18,10
73512,"Tommy Robredo","Younes El Aynaoui",16,15
73519,"Alberto Martin","Mikhail Youzhny",12,7
73519,"Carlos Moya","Marc Rosset",12,8
73519,"Gustavo Kuerten","Tommy Haas",18,13
73519,"Markus Hipfl","Yevgeny Kafelnikov",18,14
73519,"Mikhail Youzhny","Jonas Bjorkman",12,10
73519,"Mikhail Youzhny","Nicolas Kiefer",12,3
73519,"Roger Federer","Arnaud Di Pasquale",12,3
73519,"Roger Federer","Davide Sanguinetti",14,12
73519,"Roger Federer","Michael Chang",12,7
73519,"Sebastien Grosjean","Roger Federer",12,7
73519,"Tommy Haas","Carlos Moya",13,12
73519,"Tommy Haas","Max Mirnyi",12,1
73526,"Carlos Moya","Alex Corretja",12,4
73526,"Carlos Moya","Arnaud Clement",13,7
73526,"Carlos Moya","Karol Kucera",13,5
73526,"Carlos Moya","Mariano Zabaleta",18,14
73526,"Carlos Moya","Thomas Enqvist",12,6
73526,"Juan Carlos Ferrero","Carlos Moya",27,25
73526,"Michel Kratochvil","Tommy Robredo",12,1
73526,"Mikhail Youzhny","Francisco Clavet",12,6
73526,"Nicolas Massu","Mikhail Youzhny",18,12
73526,"Nicolas Thomann","Andre Agassi",13,9
73526,"Tommy Robredo","Max Mirnyi",13,8
73526,"Tommy Robredo","Sebastien Grosjean",12,4
73533,"Alberto Martin","Carlos Moya",12,6
73533,"Carlos Moya","Mariano Puerta",7,3
73533,"Carlos Moya","Nicolas Kiefer",12,6
73533,"Carlos Moya","Sergi Bruguera",16,13
73533,"Galo Blanco","Tommy Haas",13,9
73533,"Guillermo Coria","Tommy Robredo",13,5
73533,"Michael Llodra","Mikhail Youzhny",16,11
73533,"Tommy Robredo","Albert Montanes",12,2
73533,"Werner Eschauer","Yevgeny Kafelnikov",19,15
73540,"Alex Calatrava","Andre Agassi",12,6
73540,"Alex Corretja","Carlos Moya",18,13
73540,"Jacobo Diaz","Yevgeny Kafelnikov",15,17
73540,"Lleyton Hewitt","Tommy Haas",13,8
73540,"Roger Federer","Marat Safin",17,16
73540,"Roger Federer","Thomas Johansson",18,18
73540,"Tommy Haas","Andrei Medvedev",13,8
73540,"Wayne Ferreira","Roger Federer",13,8
73540,"Yevgeny Kafelnikov","Andrei Pavel",10,6
73547,"Andre Agassi","Davide Sanguinetti",12,5
73547,"Fabrice Santoro","Andre Agassi",17,14
73547,"Franco Squillari","Roger Federer",12,7
73547,"Hicham Arazi","Tommy Haas",16,17
73547,"Marcelo Rios","Carlos Moya",12,8
73547,"Nicolas Escude","Yevgeny Kafelnikov",14,10
73547,"Tommy Haas","Dominik Hrbaty",12,5
73554,"Alex Corretja","Tommy Haas",12,6
73554,"Arnaud Clement","Yevgeny Kafelnikov",12,3
73554,"Tommy Haas","Lleyton Hewitt",16,15
73554,"Tommy Haas","Magnus Norman",19,17
73554,"Yevgeny Kafelnikov","Jan-Michael Gambill",17,13
73554,"Yevgeny Kafelnikov","Mariano Puerta",15,13
73554,"Yevgeny Kafelnikov","Scott Draper",12,6
73561,"Alex Corretja","Roger Federer",20,14
73561,"Andre Agassi","Fernando Meligeni",20,13
73561,"Andre Agassi","Franco Squillari",23,18
73561,"Andre Agassi","Julien Boutter",18,7
73561,"Andre Agassi","Thomas Johansson",19,11
73561,"Antony Dupuis","Tommy Haas",18,7
73561,"Carlos Moya","Feliciano Lopez",18,5
73561,"David Sanchez","Carlos Moya",26,22
73561,"Gustavo Kuerten","Yevgeny Kafelnikov",22,17
73561,"Jacobo Diaz","Mikhail Youzhny",22,14
73561,"Roger Federer","David Sanchez",19,16
73561,"Roger Federer","Sargis Sargsian",28,25
73561,"Roger Federer","Stefano Galvani",18,9
73561,"Roger Federer","Wayne Arthurs",21,15
73561,"Sebastien Grosjean","Andre Agassi",19,11
73561,"Tommy Haas","Jerome Golmard",18,2
73561,"Tommy Robredo","Bohdan Ulihrach",18,6
73561,"Tommy Robredo","Jean-Rene Lisnard",18,6
73561,"Tommy Robredo","Raemon Sluiter",21,16
73561,"Yevgeny Kafelnikov","Cecil Mamiit",23,21
73561,"Yevgeny Kafelnikov","Federico Luzzi",18,10
73561,"Yevgeny Kafelnikov","Olivier Rochus",19,13
73561,"Yevgeny Kafelnikov","Tommy Robredo",19,17
73575,"David Prinosil","Carlos Moya",14,12
73575,"Mikhail Youzhny","Andy Roddick",13,9
73575,"Nicolas Escude","Tommy Haas",12,7
73575,"Patrick Rafter","Roger Federer",18,18
73575,"Raemon Sluiter","Mikhail Youzhny",14,14
73575,"Roger Federer","Albert Portas",18,13
73575,"Roger Federer","David Prinosil",14,11
73575,"Thomas Johansson","Yevgeny Kafelnikov",17,12
73575,"Tommy Haas","Max Mirnyi",12,8
73575,"Yevgeny Kafelnikov","Nicolas Escude",20,19
73575,"Yevgeny Kafelnikov","Rainer Schuettler",12,8
73575,"Yevgeny Kafelnikov","Tuomas Ketola",16,11
73582,"Guillermo Canas","Tommy Robredo",13,9
73582,"Lleyton Hewitt","Roger Federer",12,6
73582,"Mikhail Youzhny","Barry Cowan",12,7
73582,"Roger Federer","Antony Dupuis",13,10
73582,"Roger Federer","John van Lottum",12,1
73582,"Roger Federer","Raemon Sluiter",18,15
73582,"Tommy Robredo","Olivier Rochus",12,5
73582,"Tommy Robredo","Peter Wessels",13,10
73582,"Tommy Robredo","Sjeng Schalken",12,7
73582,"Wayne Ferreira","Mikhail Youzhny",18,11
73589,"Andre Agassi","Jamie Delgado",18,9
73589,"Andre Agassi","Nicolas Escude",24,16
73589,"Andre Agassi","Nicolas Kiefer",20,13
73589,"Andre Agassi","Nicolas Massu",18,5
73589,"Andre Agassi","Peter Wessels",19,14
73589,"Carlos Moya","Neville Godwin",26,24
73589,"Goran Ivanisevic","Carlos Moya",24,18
73589,"Guillermo Canas","Yevgeny Kafelnikov",22,16
73589,"Mikhail Youzhny","Antony Dupuis",19,11
73589,"Mikhail Youzhny","Fabrice Santoro",15,5
73589,"Mikhail Youzhny","Vladimir Voltchkov",26,21
73589,"Patrick Rafter","Andre Agassi",25,23
73589,"Patrick Rafter","Mikhail Youzhny",21,16
73589,"Roger Federer","Christophe Rochus",18,7
73589,"Roger Federer","Jonas Bjorkman",20,15
73589,"Roger Federer","Pete Sampras",31,29
73589,"Roger Federer","Xavier Malisse",26,23
73589,"Sargis Sargsian","Tommy Robredo",21,13
73589,"Tim Henman","Roger Federer",23,23
73589,"Tommy Robredo","Harel Levy",13,11
73589,"Wayne Black","Tommy Haas",20,12
73589,"Yevgeny Kafelnikov","Arvind Parmar",24,14
73589,"Yevgeny Kafelnikov","Yong-Il Yoon",18,10
73603,"Andrea Gaudenzi","Tommy Robredo",17,14
73603,"Ivan Ljubicic","Roger Federer",12,3
73603,"Tommy Robredo","Agustin Calleri",19,16
73603,"Tommy Robredo","Nicolas Massu",12,7
73610,"Carlos Moya","Attila Savolt",12,8
73610,"Carlos Moya","David Nalbandian",13,9
73610,"Carlos Moya","Emilio Benfele Alvarez",17,12
73610,"Carlos Moya","Jerome Golmard",16,16
73610,"Carlos Moya","Jiri Vanek",17,14
73610,"Guillermo Canas","Yevgeny Kafelnikov",16,12
73610,"Gustavo Kuerten","Tommy Robredo",12,5
73610,"Mikhail Youzhny","Mariano Zabaleta",17,13
73610,"Tommy Robredo","Andrei Pavel",18,18
73610,"Tommy Robredo","Michael Russell",18,12
73610,"Yevgeny Kafelnikov","Albert Costa",12,8
73610,"Yevgeny Kafelnikov","Andrea Gaudenzi",6,4
73610,"Younes El Aynaoui","Mikhail Youzhny",12,5
73617,"Andre Agassi","Greg Rusedski",16,13
73617,"Andre Agassi","Gustavo Kuerten",18,13
73617,"Andre Agassi","James Blake",13,6
73617,"Andre Agassi","Jan-Michael Gambill",13,7
73617,"Andre Agassi","Pete Sampras",12,6
73617,"Gustavo Kuerten","Tommy Haas",12,6
73617,"Hugo Armando","Yevgeny Kafelnikov",12,2
73617,"Irakli Labadze","Mikhail Youzhny",17,10
73617,"Mikhail Youzhny","Alexander Popp",12,6
73617,"Taylor Dent","Carlos Moya",12,7
73617,"Tommy Haas","Bob Bryan",12,5
73617,"Tommy Haas","Hyung-Taik Lee",12,8
73617,"Tommy Robredo","Albert Portas",15,17
73617,"Tommy Robredo","Carlos Cuadrado",12,1
73617,"Tommy Robredo","David Nalbandian",12,5
73617,"Tommy Robredo","Irakli Labadze",13,11
73617,"Tommy Robredo","Krystian Pfeiffer",15,10
73617,"Yevgeny Kafelnikov","Oliver Marach",18,17
73624,"Andrei Pavel","Tommy Haas",11,4
73624,"Andy Roddick","Carlos Moya",18,15
73624,"Carlos Moya","Greg Rusedski",16,13
73624,"Ivan Ljubicic","Andre Agassi",12,6
73624,"Todd Martin","Yevgeny Kafelnikov",16,16
73624,"Tommy Haas","Alex Calatrava",12,7
73624,"Tommy Haas","Arnaud Clement",12,6
73624,"Tommy Haas","Ivan Ljubicic",13,10
73624,"Tommy Haas","Jerome Golmard",19,17
73631,"Carlos Moya","Felix Mantilla",12,6
73631,"Gaston Gaudio","Andre Agassi",13,10
73631,"Gustavo Kuerten","Tommy Haas",14,12
73631,"Gustavo Kuerten","Yevgeny Kafelnikov",15,14
73631,"Ivan Ljubicic","Carlos Moya",14,11
73631,"Tommy Haas","Chris Woodruff",12,6
73631,"Yevgeny Kafelnikov","Alberto Martin",14,12
73631,"Yevgeny Kafelnikov","Andreas Vinciguerra",13,7
73631,"Yevgeny Kafelnikov","Fabrice Santoro",12,5
73638,"Andre Agassi","Fernando Vicente",12,4
73638,"Andre Agassi","Greg Rusedski",17,18
73638,"Andre Agassi","Wayne Black",12,7
73638,"Jerome Golmard","Tommy Haas",12,8
73638,"Marat Safin","Tommy Robredo",13,7
73638,"Max Mirnyi","Yevgeny Kafelnikov",12,6
73638,"Sjeng Schalken","Andre Agassi",15,14
73638,"Tommy Haas","Tomas Zib",12,5
73638,"Tommy Robredo","Michael Russell",13,8
73638,"Tommy Robredo","Stefan Koubek",13,6
73645,"Tommy Haas","Arnaud Clement",13,9
73645,"Tommy Haas","Jonas Bjorkman",12,5
73645,"Tommy Haas","Michel Kratochvil",18,13
73645,"Tommy Haas","Pete Sampras",15,11
73645,"Tommy Haas","Tommy Robredo",16,14
73645,"Tommy Robredo","Harel Levy",17,12
73652,"Andre Agassi","Mike Bryan",18,5
73652,"Andre Agassi","Nicolas Massu",25,19
73652,"Andre Agassi","Ramon Delgado",20,14
73652,"Andre Agassi","Roger Federer",18,7
73652,"Andy Roddick","Tommy Robredo",18,8
73652,"Arnaud Clement","Carlos Moya",24,15
73652,"Carlos Moya","Fernando Vicente",22,15
73652,"Carlos Moya","Mardy Fish",19,12
73652,"Lleyton Hewitt","Tommy Haas",22,18
73652,"Lleyton Hewitt","Yevgeny Kafelnikov",18,4
73652,"Mikhail Youzhny","Bohdan Ulihrach",24,15
73652,"Mikhail Youzhny","Jan-Michael Gambill",10,5
73652,"Pete Sampras","Andre Agassi",27,25
73652,"Pete Sampras","Mikhail Youzhny",18,7
73652,"Roger Federer","Lars Burgsmuller",18,12
73652,"Roger Federer","Robby Ginepri",19,8
73652,"Roger Federer","Sjeng Schalken",20,15
73652,"Tommy Haas","Felix Mantilla",24,11
73652,"Tommy Haas","Jiri Novak",18,9
73652,"Tommy Haas","John van Lottum",19,10
73652,"Tommy Robredo","Juan Carlos Ferrero",28,28
73652,"Tommy Robredo","Olivier Rochus",20,14
73652,"Tommy Robredo","Todd Martin",22,17
73652,"Yevgeny Kafelnikov","Arnaud Clement",18,10
73652,"Yevgeny Kafelnikov","David Nalbandian",21,14
73652,"Yevgeny Kafelnikov","George Bastl",25,21
73652,"Yevgeny Kafelnikov","Gustavo Kuerten",18,7
73652,"Yevgeny Kafelnikov","Michel Kratochvil",24,22
73666,"Antony Dupuis","Mikhail Youzhny",18,15
73666,"Marat Safin","Yevgeny Kafelnikov",12,4
73666,"Yevgeny Kafelnikov","Dominik Hrbaty",19,15
73666,"Yevgeny Kafelnikov","Lars Burgsmuller",13,10
73666,"Yevgeny Kafelnikov","Rainer Schuettler",13,9
73666,"Yevgeny Kafelnikov","Stefan Koubek",16,13
73673,"Irakli Labadze","Andre Agassi",14,11
73680,"David Nalbandian","Carlos Moya",16,11
73680,"David Nalbandian","Tommy Robredo",13,8
73680,"Tommy Robredo","German Puentes",12,3
73680,"Tommy Robredo","Hugo Armando",13,8
73680,"Tommy Robredo","Jiri Vanek",13,9
73687,"Nicolas Kiefer","Roger Federer",14,15
73687,"Tommy Haas","Bob Bryan",12,6
73687,"Tommy Haas","Magnus Gustafsson",12,5
73687,"Tommy Haas","Thomas Enqvist",13,7
73687,"Yevgeny Kafelnikov","David Nalbandian",13,9
73687,"Yevgeny Kafelnikov","Mikhail Youzhny",12,6
73687,"Yevgeny Kafelnikov","Nicolas Kiefer",13,9
73687,"Yevgeny Kafelnikov","Thomas Johansson",13,8
73687,"Yevgeny Kafelnikov","Tommy Haas",12,3
73694,"Bohdan Ulihrach","Tommy Robredo",13,13
73694,"Bohdan Ulihrach","Yevgeny Kafelnikov",13,9
73694,"Roger Federer","Albert Costa",13,8
73694,"Roger Federer","Nicolas Massu",17,16
73694,"Stefan Koubek","Roger Federer",14,11
73694,"Thomas Enqvist","Carlos Moya",15,15
73694,"Tommy Haas","Bohdan Ulihrach",12,5
73694,"Tommy Haas","Guillermo Canas",19,12
73694,"Tommy Haas","Jerome Golmard",3,0
73694,"Tommy Haas","Jiri Novak",13,9
73694,"Tommy Haas","Thomas Enqvist",19,15
73694,"Tommy Robredo","Marcelo Rios",14,14
73701,"Hicham Arazi","Andre Agassi",14,11
73701,"Max Mirnyi","Yevgeny Kafelnikov",13,9
73701,"Nicolas Lapentti","Carlos Moya",16,10
73701,"Stefan Koubek","Tommy Robredo",17,15
73701,"Tommy Haas","Hicham Arazi",17,15
73701,"Tommy Haas","Lleyton Hewitt",14,13
73701,"Tommy Haas","Max Mirnyi",18,6
73701,"Tommy Haas","Sjeng Schalken",17,14
73701,"Tommy Haas","Tim Henman",14,13
73701,"Wayne Ferreira","Roger Federer",16,14
73701,"Yevgeny Kafelnikov","Andrei Pavel",17,15
73701,"Yevgeny Kafelnikov","Jiri Novak",12,7
73701,"Yevgeny Kafelnikov","Thomas Enqvist",13,9
73708,"Andrea Gaudenzi","Tommy Robredo",13,10
73708,"Andrei Medvedev","Tommy Haas",16,16
73708,"Carlos Moya","Davide Sanguinetti",13,10
73708,"Carlos Moya","Nicolas Thomann",13,10
73708,"Carlos Moya","Nikolay Davydenko",14,12
73708,"Marat Safin","Yevgeny Kafelnikov",18,13
73708,"Mikhail Youzhny","Alex Calatrava",14,10
73708,"Roger Federer","Albert Costa",12,6
73708,"Roger Federer","Andy Roddick",16,15
73708,"Roger Federer","Julien Boutter",13,10
73708,"Roger Federer","Xavier Malisse",12,7
73708,"Tim Henman","Carlos Moya",12,5
73708,"Tim Henman","Roger Federer",18,9
73708,"Yevgeny Kafelnikov","Fabrice Santoro",12,5
73708,"Yevgeny Kafelnikov","Mikhail Youzhny",20,18
73708,"Yevgeny Kafelnikov","Sargis Sargsian",13,8
73715,"Andreas Vinciguerra","Tommy Robredo",15,9
73715,"Ivan Ljubicic","Carlos Moya",13,6
73715,"Jiri Novak","Roger Federer",19,17
73715,"Sebastien Grosjean","Tommy Haas",13,9
73715,"Sebastien Grosjean","Yevgeny Kafelnikov",25,18
73715,"Tommy Haas","Ivan Ljubicic",12,7
73715,"Tommy Haas","Thomas Johansson",16,10
73715,"Tommy Haas","Xavier Malisse",13,6
73715,"Yevgeny Kafelnikov","Albert Costa",12,7
73715,"Yevgeny Kafelnikov","Andreas Vinciguerra",13,7
73715,"Yevgeny Kafelnikov","Jiri Novak",12,6
73715,"Yevgeny Kafelnikov","Mark Philippoussis",13,10
73729,"Andre Agassi","Patrick Rafter",12,6
73729,"Lleyton Hewitt","Andre Agassi",12,7
73729,"Sebastien Grosjean","Andre Agassi",12,7
73729,"Sebastien Grosjean","Yevgeny Kafelnikov",12,6
73729,"Yevgeny Kafelnikov","Goran Ivanisevic",12,7
73729,"Yevgeny Kafelnikov","Gustavo Kuerten",16,11
73729,"Yevgeny Kafelnikov","Juan Carlos Ferrero",17,13
73785,"Goran Ivanisevic","Mikhail Youzhny",16,12
73785,"Hyung-Taik Lee","Carlos Moya",14,12
73785,"Mikhail Youzhny","Albert Montanes",17,13
73785,"Roger Federer","Andy Roddick",13,10
73785,"Roger Federer","Juan Ignacio Chela",12,6
73785,"Roger Federer","Marcelo Rios",19,16
73785,"Roger Federer","Tommy Robredo",14,12
73785,"Roger Federer","Xavier Malisse",12,6
73792,"Alex Kim","Yevgeny Kafelnikov",19,11
73792,"Carlos Moya","Agustin Calleri",21,24
73792,"Fernando Gonzalez","Tommy Robredo",18,10
73792,"Marat Safin","Mikhail Youzhny",18,12
73792,"Marat Safin","Tommy Haas",28,21
73792,"Mikhail Youzhny","Mardy Fish",18,9
73792,"Mikhail Youzhny","Michael Llodra",24,14
73792,"Rainer Schuettler","Carlos Moya",28,22
73792,"Roger Federer","Attila Savolt",19,11
73792,"Roger Federer","Michael Chang",18,11
73792,"Roger Federer","Rainer Schuettler",20,16
73792,"Tommy Haas","Andrei Stoliarov",18,5
73792,"Tommy Haas","Jean-Francois Bachelot",18,6
73792,"Tommy Haas","Marcelo Rios",26,23
73792,"Tommy Haas","Roger Federer",28,28
73792,"Tommy Haas","Todd Martin",27,21
73792,"Tommy Robredo","Michael Russell",24,17
73792,"Yevgeny Kafelnikov","Michael Kohlmann",18,8
73806,"Davide Sanguinetti","Roger Federer",17,13
73806,"Hicham Arazi","Mikhail Youzhny",15,15
73806,"Roger Federer","Greg Rusedski",14,12
73806,"Roger Federer","Nikolay Davydenko",19,15
73806,"Roger Federer","Sargis Sargsian",16,12
73806,"Roger Federer","Stefan Koubek",13,9
73820,"Magnus Larsson","Mikhail Youzhny",16,13
73820,"Sebastien Grosjean","Tommy Robredo",12,6
73820,"Thomas Enqvist","Yevgeny Kafelnikov",19,17
73820,"Tommy Robredo","Paul-Henri Mathieu",12,8
73820,"Yevgeny Kafelnikov","Arnaud Clement",15,12
73820,"Yevgeny Kafelnikov","Marc Rosset",13,9
73820,"Yevgeny Kafelnikov","Max Mirnyi",14,11
73827,"Ivan Ljubicic","Yevgeny Kafelnikov",17,15
73827,"James Blake","Tommy Haas",12,4
73827,"Nicolas Escude","Roger Federer",17,17
73827,"Nicolas Escude","Tommy Robredo",12,3
73827,"Roger Federer","John van Lottum",12,7
73827,"Roger Federer","Thomas Enqvist",0,0
73827,"Tommy Haas","Jan Vacek",17,14
73827,"Tommy Haas","Justin Gimelstob",13,8
73827,"Tommy Robredo","Mikhail Youzhny",12,6
73827,"Yevgeny Kafelnikov","Julien Boutter",13,8
73834,"Alex Calatrava","Mikhail Youzhny",12,7
73834,"Andre Agassi","Andy Roddick",12,4
73834,"Andre Agassi","Cecil Mamiit",18,12
73834,"Andre Agassi","Sargis Sargsian",12,6
