"day","winner_name","loser_name","winner_games_won","loser_games_won"
76480,"Tommy Haas","Leonardo Mayer",26,24
76480,"Tommy Robredo","Adrian Mannarino",18,5
76480,"Tommy Robredo","Daniel Gimeno-Traver",18,11
76480,"Tommy Robredo","Maximo Gonzalez",23,12
76480,"Tommy Robredo","Philipp Kohlschreiber",24,19
76480,"Victor Hanescu","Mikhail Youzhny",21,15
76494,"James Blake","Mikhail Youzhny",13,9
76494,"Mikhail Youzhny","Gilles Simon",14,9
76494,"Mikhail Youzhny","Marcos Baghdatis",13,10
76494,"Mikhail Youzhny","Oscar Hernandez",12,6
76494,"Novak Djokovic","Florent Serra",18,13
76494,"Novak Djokovic","Jurgen Melzer",12,5
76494,"Novak Djokovic","Olivier Rochus",13,10
76494,"Novak Djokovic","Simone Bolelli",13,7
76494,"Tommy Haas","Jo-Wilfried Tsonga",13,9
76494,"Tommy Haas","Mischa Zverev",13,8
76494,"Tommy Haas","Novak Djokovic",18,11
76494,"Tommy Haas","Philipp Kohlschreiber",16,18
76494,"Tommy Haas","Stefan Koubek",12,4
76500,"David Ferrer","Jesse Huta Galung",13,7
76500,"David Ferrer","Oscar Hernandez",12,7
76500,"Ivan Navarro","David Ferrer",12,6
76500,"Julien Benneteau","Mikhail Youzhny",16,14
76500,"Marcos Baghdatis","Tommy Robredo",13,7
76508,"David Ferrer","Fabio Fognini",18,7
76508,"David Ferrer","Kevin Kim",23,16
76508,"Dudi Sela","Tommy Robredo",23,22
76508,"Juan Carlos Ferrero","Mikhail Youzhny",19,12
76508,"Novak Djokovic","Dudi Sela",18,7
76508,"Novak Djokovic","Julien Benneteau",25,19
76508,"Novak Djokovic","Mardy Fish",18,12
76508,"Novak Djokovic","Simon Greul",19,10
76508,"Radek Stepanek","David Ferrer",27,26
76508,"Roger Federer","Andy Roddick",22,25
76508,"Roger Federer","Guillermo Garcia-Lopez",18,8
76508,"Roger Federer","Ivo Karlovic",20,14
76508,"Roger Federer","Philipp Kohlschreiber",24,13
76508,"Roger Federer","Robin Soderling",20,16
76508,"Roger Federer","Tommy Haas",20,14
76508,"Roger Federer","Yen-Hsun Lu",19,10
76508,"Tommy Haas","Alexander Peya",25,20
76508,"Tommy Haas","Igor Andreev",19,14
76508,"Tommy Haas","Marin Cilic",31,31
76508,"Tommy Haas","Michael Llodra",4,3
76508,"Tommy Haas","Novak Djokovic",24,20
76508,"Tommy Robredo","Luka Gregorc",25,23
76508,"Tommy Robredo","Stefan Koubek",26,23
76529,"Juan Monaco","Tommy Robredo",12,2
76529,"Paul-Henri Mathieu","Mikhail Youzhny",14,12
76529,"Tommy Robredo","Peter Luczak",12,5
